"id";"city";"country";"region";"short_description";"latitude";"longitude";"budget_level";"culture";"adventure";"nature";"beaches";"nightlife";"cuisine";"wellness";"urban";"remoteness";"creative_city_category";"creative_city_year";"unesco_wh_count";"unesco_wh_names"
"749fb1fb-78a2-43cc-a9e6-0594d8be5519";"Dushanbe";"Tajikistan";"asia";"Tree-lined avenues and Soviet-era architecture blend with bustling bazaars, creating a unique atmosphere where tradition and modernity coexist harmoniously.";"38576270";"68786357";"Budget";"3";"4";"4";"1";"2";"3";"2";"2";"4";"None";"0";"0";"None"
"e49419c6-0022-4c14-b3be-8bde13a47ab2";"Cuzco";"Peru";"south_america";"Cobblestone streets, vibrant markets, and the scent of fresh Andean cuisine surround you in a city where ancient history meets lively modern culture.";"-13516954";"-71979271";"Budget";"5";"4";"5";"1";"3";"4";"3";"3";"3";"None";"0";"1";"City of Cuzco"
"b893d102-fb92-4032-9117-5826ef4cf1aa";"Nara";"Japan";"asia";"Ancient temples, serene deer-filled parks, and tranquil gardens offer a peaceful escape, inviting you to wander and reflect in harmony with nature.";"34296308";"135881681";"Mid-range";"5";"2";"4";"1";"2";"4";"3";"3";"4";"None";"0";"0";"None"
"5c81761c-2753-4c1c-b724-f0a7f923540d";"Buenos Aires";"Argentina";"south_america";"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.";"-34608369";"-58444058";"Mid-range";"5";"3";"2";"2";"5";"5";"3";"5";"2";"Design";"2005";"1";"ESMA Museum and Site of Memory – Former Clandestine Centre of Detention, Torture and Extermination"
"252e5f0f-bc45-4a80-9c12-c0262cf2b733";"Córdoba";"Argentina";"south_america";"Historic streets buzz with student energy, colonial architecture, and a lively arts scene, offering a vibrant mix of tradition and modernity.";"-31416686";"-64183419";"Mid-range";"4";"3";"4";"1";"3";"4";"3";"4";"3";"None";"0";"1";"Jesuit Block and Estancias of Córdoba"
"8836b237-a5c2-49ac-ab48-2b705d4c56f6";"Sydney";"Australia";"oceania";"A lively harbor city where golden beaches meet urban sophistication, offering a blend of vibrant culture and stunning natural beauty.";"-33869843";"151208284";"Luxury";"4";"4";"4";"5";"4";"4";"3";"5";"2";"Film";"2010";"1";"Sydney Opera House"
"0517a59d-8d92-4687-9aaa-323ba211f28e";"Hualien";"Taiwan";"asia";"Nestled between lush mountains and the Pacific Ocean, this place offers stunning landscapes, tranquil vibes, and a welcoming local culture.";"23991342";"121619727";"Mid-range";"3";"4";"5";"3";"2";"4";"3";"3";"4";"None";"0";"0";"None"
"784d64bc-ad12-4648-8094-07151548001d";"Vienna";"Austria";"europe";"Grand architecture and cobblestone streets set a charming backdrop for cozy coffeehouses and vibrant cultural scenes, inviting leisurely exploration.";"48208353";"16372504";"Mid-range";"5";"2";"3";"1";"4";"5";"4";"5";"2";"None";"0";"2";"Palace and Gardens of Schönbrunn | Historic Centre of Vienna"
"472a370a-f213-4bdd-bef7-e00aa2eb2ca4";"Baku";"Azerbaijan";"asia";"A city where futuristic architecture meets ancient history, offering a unique blend of modernity and tradition with a lively, welcoming atmosphere.";"40375588";"49832800";"Mid-range";"4";"3";"3";"2";"4";"4";"3";"4";"2";"Design";"2019";"2";"Walled City of Baku with the Shirvanshah's Palace and Maiden Tower | Gobustan Rock Art Cultural Landscape"
"8fbef9b4-80b6-4ef5-9196-d92d4fb81e25";"Minsk";"Belarus";"europe";"Wide boulevards and Soviet-era architecture mix with vibrant cafes and green parks, offering a unique blend of history and modern charm.";"53902471";"27561822";"Budget";"3";"2";"3";"1";"3";"3";"2";"3";"3";"None";"0";"0";"None"
"99337dc9-9aff-4695-8c40-f5737939bedd";"Santa Cruz";"Bolivia";"south_america";"Vibrant streets buzz with the energy of lively markets and the aroma of street food, set against a backdrop of lush green parks.";"-17333333";"-61500000";"Budget";"3";"4";"4";"2";"3";"3";"3";"3";"3";"None";"0";"0";"None"
"3dcec783-933e-4928-b50a-65b7050f50ff";"Mostar";"Bosnia and Herzegovina";"europe";"Cobblestone streets, the sound of the river below, and the iconic bridge create a charming and reflective atmosphere in this historic town.";"43343585";"17807658";"Budget";"4";"3";"4";"1";"3";"4";"3";"3";"3";"None";"0";"2";"Old Bridge Area of the Old City of Mostar | Stećci Medieval Tombstone Graveyards"
"2fdfc5be-fe93-4c81-8a14-a0f17ca22b60";"Salvador da Bahia";"Brazil";"south_america";"Lively streets filled with music and dance, vibrant markets, and stunning coastal views create an energetic yet laid-back atmosphere.";"-13243276";"-43374284";"Mid-range";"5";"3";"4";"4";"4";"5";"3";"3";"2";"None";"0";"0";"None"
"7953a021-a4c4-4fbf-b5a8-92467f8280ed";"Bujumbura";"Burundi";"africa";"A city where vibrant street markets and lush lakeside views create an inviting atmosphere, full of lively interactions and serene moments.";"-3363812";"29367502";"Budget";"3";"3";"4";"3";"2";"3";"2";"2";"4";"None";"0";"0";"None"
"9226cd83-fc8a-417b-99c0-f46db4cf4d5d";"Yaoundé";"Cameroon";"africa";"Lush greenery and vibrant markets create a lively atmosphere filled with the scent of street food and the rhythm of local music.";"3868986";"11521334";"Budget";"4";"3";"3";"1";"3";"4";"2";"3";"2";"None";"0";"0";"None"
"b83e6115-b517-4e85-b1d9-fecf35d3993c";"Galway";"Ireland";"europe";"Charming cobblestone streets and vibrant pubs filled with music create an inviting atmosphere where the warmth of the locals is unforgettable.";"53274412";"-9049060";"Mid-range";"4";"3";"4";"3";"4";"4";"3";"3";"3";"Film";"2014";"0";"None"
"d1fdface-d3c3-45fe-b7ec-ecf1aebec736";"Calgary";"Canada";"north_america";"A dynamic blend of urban sophistication and stunning natural landscapes, where vibrant arts scenes meet the majestic Rockies under vast blue skies.";"51045606";"-114057541";"Mid-range";"4";"4";"5";"1";"3";"3";"3";"4";"3";"None";"0";"0";"None"
"c2ee230d-f1b2-4831-bf1a-36469bc6eb98";"Halifax";"Canada";"north_america";"Charming coastal vibes blend with historic architecture, lively pubs, and the salty breeze, creating an inviting and laid-back maritime atmosphere.";"44648618";"-63585948";"Mid-range";"4";"3";"4";"3";"3";"4";"3";"3";"4";"None";"0";"0";"None"
"9b29ecd2-a840-4fc2-b55e-85a2a99d67b0";"Sal";"Cape Verde";"africa";"Golden beaches meet turquoise waters under a sun that never seems to set, creating a laid-back vibe perfect for unwinding.";"16720455";"-22938676";"Mid-range";"2";"3";"3";"5";"3";"3";"3";"2";"4";"None";"0";"0";"None"
"0949dd9a-c23e-45c7-b1cf-bdd110a760c8";"Bath";"United Kingdom";"europe";"Charming cobblestone streets, historic architecture, and the soothing warmth of natural hot springs create a serene and inviting experience.";"51381386";"-2359696";"Mid-range";"5";"2";"3";"1";"3";"4";"5";"3";"3";"None";"0";"2";"Stonehenge, Avebury and Associated Sites | City of Bath"
"4f691336-e290-4fb8-8f6f-041744450398";"Pristina";"Kosovo";"europe";"A city where vibrant street life, intriguing history, and the aroma of freshly brewed coffee blend into a unique and welcoming atmosphere.";"42663877";"21164084";"Budget";"3";"2";"2";"1";"3";"3";"2";"3";"3";"None";"0";"0";"None"
"222fef61-1cb1-492a-af39-3244dd5eaf73";"Belgrade";"Serbia";"europe";"Lively streets filled with eclectic architecture, vibrant nightlife, and a fusion of Eastern and Western influences create an inviting, energetic atmosphere.";"44817813";"20456897";"Budget";"4";"3";"3";"2";"5";"4";"3";"4";"2";"None";"0";"0";"None"
"43bf31e6-e12e-4752-abdf-87472616ead1";"Dallas";"United States";"north_america";"A lively mix of modern skyscrapers and historic districts, this city offers a dynamic atmosphere with vibrant arts, cuisine, and culture.";"32776271";"-96796855";"Mid-range";"4";"3";"2";"1";"4";"4";"3";"4";"2";"None";"0";"0";"None"
"8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1";"Guilin";"China";"asia";"Lush karst mountains rise dramatically above serene rivers and rice paddies, offering a tranquil escape with breathtaking natural beauty at every turn.";"25277989";"110291062";"Budget";"3";"4";"5";"1";"2";"3";"3";"2";"4";"None";"0";"0";"None"
"f69c75d8-329c-4769-bda1-ea15a27dcc33";"Hallstatt";"Austria";"europe";"Nestled by a serene lake, this picturesque village enchants with its cobblestone streets, alpine views, and a tranquil, timeless atmosphere.";"47562169";"13648669";"Mid-range";"4";"3";"5";"2";"2";"3";"3";"2";"4";"None";"0";"1";"Hallstatt-Dachstein / Salzkammergut Cultural Landscape"
"c3963b0a-b8da-4320-aa9d-bead15d4b37a";"Nicosia";"Cyprus";"europe";"Wander through leafy streets where ancient history meets modern life, with a vibrant café culture and a warm, welcoming atmosphere.";"35174650";"33363878";"Mid-range";"4";"3";"3";"2";"3";"4";"3";"4";"2";"None";"0";"2";"Painted Churches in the Troodos Region | Choirokoitia"
"33713397-dcba-460c-bca2-651bdd80fe0f";"San José";"Costa Rica";"north_america";"Bustling streets filled with vibrant markets and lush parks create an inviting mix of urban energy and natural beauty.";"9932542";"-84079578";"Mid-range";"3";"4";"5";"2";"3";"4";"4";"3";"3";"Design";"2019";"0";"None"
"9f3ce859-f274-4359-a24d-e16bc30c2b1c";"Havana";"Cuba";"north_america";"Colorful streets alive with the rhythm of salsa, vintage cars cruising past, and the scent of cigars create an unforgettable atmosphere.";"23135305";"-82358963";"Budget";"5";"3";"3";"3";"4";"4";"2";"3";"2";"Music";"2019";"1";"Old Havana and its Fortification System"
"7e649d6c-6926-4335-beca-e543737cd861";"Roseau";"Dominica";"north_america";"Lush greenery envelops vibrant markets and colorful architecture, creating a lively and welcoming atmosphere infused with the scent of tropical blooms.";"15423853";"-61341651";"Budget";"3";"4";"5";"3";"2";"3";"4";"2";"4";"None";"0";"1";"Morne Trois Pitons National Park"
"7ca9e565-db06-4228-ac03-c57d8d757227";"Carcassonne";"France";"europe";"Strolling through cobbled streets surrounded by medieval walls, you feel transported to another era, with vibrant markets and cozy restaurants at every turn.";"43213035";"2349106";"Mid-range";"5";"2";"3";"1";"2";"4";"3";"3";"4";"None";"0";"1";"Historic Fortified City of Carcassonne"
"0fcdac6c-fddc-43a4-93c5-dd03a6cd75dc";"Lagos";"Portugal";"europe";"Charming cobblestone streets lead to golden beaches and dramatic cliffs, where the ocean breeze mingles with the aroma of grilled seafood.";"37102796";"-8672868";"Mid-range";"3";"4";"4";"5";"4";"4";"3";"3";"3";"None";"0";"0";"None"
"d2351990-8009-44cd-9fdb-e79f1fd913f4";"Alexandria";"Egypt";"africa";"Bustling streets filled with the aroma of spices, historic sites whispering ancient tales, and a vibrant coastal vibe create a unique charm.";"31199180";"29895171";"Budget";"4";"2";"3";"3";"3";"4";"2";"4";"2";"None";"0";"1";"Abu Mena"
"5f55fdd8-3af4-485a-8a31-5974963a257f";"Tallinn";"Estonia";"europe";"Medieval lanes, vibrant markets, and the scent of fresh pastries create an enchanting atmosphere that's both historic and inviting.";"59437215";"24745368";"Mid-range";"4";"2";"3";"2";"3";"4";"3";"4";"3";"Music";"2021";"1";"Historic Centre (Old Town) of Tallinn"
"7e2ebc2d-7b8b-4071-b2f7-11476b6d44b7";"Paris";"France";"europe";"Charming streets lined with artful boutiques and the aroma of freshly baked pastries create a romantic and timeless atmosphere.";"48858889";"2320041";"Luxury";"5";"2";"3";"1";"5";"5";"4";"5";"2";"None";"0";"2";"Palace and Park of Versailles | Paris, Banks of the Seine"
"d45e5eea-27c6-4eda-b78a-50c21079b270";"Puglia";"Italy";"europe";"Sun-drenched coastlines, charming whitewashed villages, and the aroma of olive groves create a serene and inviting atmosphere.";"40984253";"16621002";"Mid-range";"4";"3";"4";"4";"3";"5";"4";"3";"4";"None";"0";"1";"Castel del Monte"
"5f4cc5c5-4804-4a2c-8ddc-c5166d5b9237";"Queenstown";"New Zealand";"oceania";"Surrounded by majestic mountains and shimmering lakes, this place offers thrilling adventures and serene landscapes that captivate your senses.";"-45032192";"168661000";"Luxury";"3";"5";"5";"2";"4";"4";"4";"3";"3";"None";"0";"0";"None"
"735e5584-4804-4d92-8fa6-98b14964188c";"Biarritz";"France";"europe";"Ocean breezes mix with the scent of fresh pastries, while sunlit beaches and elegant architecture create a laid-back yet sophisticated vibe.";"43483252";"-1559277";"Mid-range";"3";"4";"4";"5";"3";"4";"4";"3";"3";"None";"0";"0";"None"
"9e075378-f479-48c4-ac0c-43a44f822866";"Libreville";"Gabon";"africa";"Lush greenery mingles with urban life, offering a unique blend of vibrant markets, diverse wildlife, and a laid-back coastal vibe.";"408651";"9441884";"Mid-range";"3";"3";"4";"3";"3";"3";"2";"3";"3";"None";"0";"0";"None"
"b636143f-615e-4232-a3a6-f11bc6ee93df";"Sintra";"Portugal";"europe";"Misty mornings reveal enchanting palaces and lush gardens, offering a fairytale-like atmosphere that captivates and inspires wanderlust.";"38798460";"-9388100";"Mid-range";"5";"3";"5";"2";"2";"4";"3";"3";"4";"None";"0";"2";"Cultural Landscape of Sintra | Royal Building of Mafra – Palace, Basilica, Convent, Cerco Garden and Hunting Park (Tapada)"
"08a0957f-5a4f-40f9-aa68-c26f20c88f70";"Hvar";"Croatia";"europe";"Sun-drenched beaches, fragrant lavender fields, and lively waterfronts create a vibrant yet relaxed atmosphere perfect for unwinding and exploring.";"43173891";"16556523";"Mid-range";"3";"3";"4";"5";"5";"4";"3";"3";"2";"None";"0";"1";"Stari Grad Plain"
"a87511bd-77f4-4afc-977e-730d34c1c7bd";"Rostock";"Germany";"europe";"Charming cobblestone streets and historic architecture meet the refreshing sea breeze, creating a welcoming blend of maritime history and modern vibrancy.";"54088670";"12140021";"Mid-range";"4";"3";"3";"4";"3";"3";"3";"3";"3";"None";"0";"0";"None"
"643c3ffc-f74a-444b-b836-da588781da27";"Zakynthos";"Greece";"europe";"Golden sandy beaches, crystal-clear waters, and charming villages create a serene and inviting atmosphere perfect for relaxation and exploration.";"37789138";"20790089";"Mid-range";"3";"3";"4";"5";"4";"4";"3";"2";"3";"None";"0";"0";"None"
"38fa5147-236e-4462-b3b1-97b35caaf154";"Reykjavík";"Iceland";"europe";"A city where modern design meets dramatic landscapes, offering cozy cafes, vibrant street art, and the ethereal glow of the northern lights.";"64145981";"-21942236";"Luxury";"3";"4";"5";"2";"3";"3";"4";"3";"4";"Literature";"2011";"1";"Þingvellir National Park"
"6dc1c044-a79c-4b5b-9a9b-dbb0f95fefae";"Jodhpur";"India";"asia";"Sun-drenched streets weave through vibrant markets and historic forts, offering a sensory journey rich with colors, aromas, and cultural warmth.";"26296771";"73035143";"Budget";"5";"3";"3";"1";"2";"4";"3";"3";"3";"None";"0";"0";"None"
"4c55af25-bd6c-4677-badd-6b53ec2f758d";"Bandung";"Indonesia";"asia";"Cool mountain air, vibrant street markets, and a mix of colonial architecture create a refreshing escape with a laid-back yet lively vibe.";"-6921552";"107611021";"Budget";"4";"3";"4";"2";"3";"4";"3";"3";"3";"Design";"2015";"0";"None"
"98fa6e27-430b-4d3b-b347-02e8c53c7cf7";"Naples";"Italy";"europe";"Bustling streets filled with the aroma of pizza, vibrant street life, and historic architecture create a lively and authentic Italian experience.";"40835884";"14248767";"Mid-range";"5";"3";"3";"3";"4";"5";"3";"4";"2";"None";"0";"4";"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex | Historic Centre of Naples | Archaeological Areas of Pompei, Herculaneum and Torre Annunziata | Costiera Amalfitana"
"df9fa1bf-f634-4f67-ba01-b4324b3b7768";"Yamoussoukro";"Ivory Coast";"africa";"Wide avenues lined with palm trees lead to the awe-inspiring basilica, while the tranquil surroundings invite a leisurely exploration of local culture.";"6820006";"-5277603";"Budget";"4";"2";"3";"1";"2";"3";"2";"3";"3";"None";"0";"0";"None"
"4cfcb5ec-303d-49ec-978a-da752ddd094f";"Sapporo";"Japan";"asia";"Snow-dusted streets, lively markets, and the aroma of fresh seafood create a vibrant yet cozy atmosphere that's both inviting and invigorating.";"43061936";"141354292";"Mid-range";"4";"3";"4";"2";"3";"4";"3";"4";"3";"Media Arts";"2013";"0";"None"
"7b34f40a-0ea8-48d7-b930-c7de11613b93";"Almaty";"Kazakhstan";"asia";"Nestled beneath snow-capped mountains, the city offers a blend of Soviet-era charm and vibrant modern culture, with bustling markets and serene parks.";"43236392";"76945727";"Mid-range";"4";"4";"5";"1";"3";"3";"3";"4";"3";"Music";"2017";"0";"None"
"41fa1295-aef3-4e9d-9d04-5a43f6cd1741";"Luxembourg City";"Luxembourg";"europe";"Charming cobblestone streets wind through lush valleys and historic fortresses, creating a serene yet vibrant atmosphere that's both inviting and intriguing.";"49611276";"6129799";"Luxury";"4";"2";"3";"1";"3";"4";"3";"4";"3";"None";"0";"2";"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier | City of Luxembourg: its Old Quarters and Fortifications"
"80fd9234-ad35-4e41-af83-ce4f201894d5";"San Cristóbal de las Casas";"Mexico";"north_america";"Charming cobblestone streets, vibrant markets, and colorful colonial architecture create a warm and inviting atmosphere, perfect for leisurely exploration.";"16735377";"-92638730";"Budget";"4";"3";"4";"1";"3";"4";"3";"2";"4";"Crafts and Folk Art";"2015";"0";"None"
"b7506ee6-e9ca-41fe-b282-ebf79c9782bf";"Riga";"Latvia";"europe";"Charming cobblestone streets, vibrant markets, and a blend of medieval and Art Nouveau architecture create a captivating and cozy atmosphere for exploration.";"56949397";"24105184";"Mid-range";"4";"3";"3";"2";"4";"4";"3";"4";"3";"None";"0";"1";"Historic Centre of Riga"
"05b02046-7947-45a4-a9f6-39f043575a81";"Portland";"United States";"north_america";"Quirky neighborhoods, lush green parks, and a thriving food scene create an inviting atmosphere filled with creativity and a laid-back vibe.";"45520247";"-122674194";"Mid-range";"4";"3";"4";"2";"3";"4";"4";"4";"3";"None";"0";"0";"None"
"2ee4ab0c-44a7-45bd-8463-0b4813e62c3a";"Ulaanbaatar";"Mongolia";"asia";"Amidst sprawling landscapes, discover a blend of Soviet-era architecture, bustling markets, and the warm hospitality of locals eager to share their stories.";"47918467";"106917701";"Budget";"4";"4";"4";"1";"3";"3";"2";"3";"4";"Crafts and Folk Art";"2023";"0";"None"
"08f1b340-be30-43d0-a0dd-199157dffb00";"Essaouira";"Morocco";"africa";"Charming coastal breezes mix with the vibrant hum of bustling souks and the scent of fresh seafood, creating a laid-back, inviting atmosphere.";"31511828";"-9762090";"Budget";"4";"3";"4";"4";"3";"4";"3";"3";"4";"Music";"2019";"1";"Medina of Essaouira (formerly Mogador)"
"6d6e150b-925c-49b0-bfd6-199070922341";"Pokhara";"Nepal";"asia";"Nestled by a serene lake and surrounded by lush hills, this place offers tranquility and adventure, with stunning mountain views at every turn.";"28209538";"83991402";"Budget";"3";"5";"5";"1";"2";"3";"4";"2";"4";"None";"0";"0";"None"
"d0065fb6-78a4-4982-a4d9-bcb30d2fd66b";"Eindhoven";"Netherlands";"europe";"Innovative design and vibrant street art create a lively atmosphere, while cozy cafes and green spaces offer moments of relaxation and inspiration.";"51439264";"5478633";"Mid-range";"3";"2";"3";"1";"3";"3";"3";"4";"2";"None";"0";"0";"None"
"16232df9-2dcc-4a1a-a3a5-9aab5bf5dba5";"Port Moresby";"Papua New Guinea";"oceania";"A bustling city where the vibrant markets and lush coastal landscapes blend with the rich cultural tapestry, offering a unique sensory adventure.";"-9474330";"147159950";"Mid-range";"3";"4";"4";"2";"2";"3";"2";"2";"3";"None";"0";"0";"None"
"5e5eb018-1df0-459c-85d4-46a45c1dcbe9";"Cebu";"Philippines";"asia";"Tropical warmth, vibrant street life, and a mix of modern and historic sites create an inviting atmosphere full of discovery and relaxation.";"10470000";"123830000";"Budget";"3";"4";"5";"5";"3";"4";"3";"3";"3";"None";"0";"0";"None"
"2f634211-0161-41dc-b871-3d405b1b3975";"Lisbon";"Portugal";"europe";"Hillside streets alive with music, pastel-colored buildings, sunlit plazas, and the scent of fresh pastries give this city an irresistible warmth.";"38707750";"-9136591";"Mid-range";"5";"3";"3";"3";"4";"5";"3";"4";"2";"None";"0";"1";"Monastery of the Hieronymites and Tower of Belém in Lisbon"
"a8bec1b5-1b2e-4f8a-9f4e-ed1ec350c1f3";"Brazzaville";"Republic of the Congo";"africa";"Lush riverfront views and vibrant markets create a lively atmosphere, where the rhythm of life feels both dynamic and welcoming.";"-4269440";"15271225";"Mid-range";"3";"3";"4";"1";"2";"3";"2";"3";"4";"Music";"2013";"0";"None"
"b937f178-569d-4efb-b97c-1a3dc4a4e42c";"Kigali";"Rwanda";"africa";"Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.";"-1885959";"30129675";"Mid-range";"4";"3";"4";"1";"2";"3";"3";"3";"4";"None";"0";"0";"None"
"d638194d-3ad6-42fc-a665-1f858787a374";"Apia";"Samoa";"oceania";"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding.";"-13834523";"-171763095";"Mid-range";"4";"3";"4";"4";"2";"3";"3";"2";"4";"None";"0";"0";"None"
"f7812d83-a0ca-428a-9b98-a6ee705b3925";"Gorée Island";"Senegal";"africa";"Charming cobblestone streets, vibrant colonial architecture, and a poignant history create a deeply moving and enriching experience by the ocean.";"14667204";"-17398356";"Mid-range";"5";"2";"3";"2";"1";"3";"2";"1";"4";"None";"0";"1";"Island of Gorée"
"8c999bb4-7456-4226-9124-515a84f3cc7d";"Durban";"South Africa";"africa";"A vibrant blend of golden beaches, rich Zulu culture, and fragrant Indian spices, creating an inviting atmosphere full of warmth and diversity.";"-29861825";"31009909";"Mid-range";"3";"4";"4";"5";"3";"4";"3";"3";"2";"Literature";"2017";"0";"None"
"db933be3-64bc-4471-b1e5-ad29a27b56c6";"Bled";"Slovenia";"europe";"A serene lakeside town where the emerald waters reflect the surrounding mountains, offering a peaceful escape and stunning natural beauty.";"46368420";"14110059";"Mid-range";"3";"4";"5";"2";"2";"3";"3";"2";"4";"None";"0";"0";"None"
"abb3afcd-3460-43f0-a209-0fdef66264c4";"Bilbao";"Spain";"europe";"A vibrant blend of modern architecture and rich history, with bustling markets, delightful pintxos bars, and the soothing sound of the river.";"43263001";"-2935003";"Mid-range";"5";"3";"3";"2";"4";"4";"3";"4";"2";"Design";"2014";"1";"Vizcaya Bridge"
"82cd6d56-a268-4de2-9339-9471cfd32343";"Asturias";"Spain";"europe";"Lush green landscapes meet rugged coastlines, offering a sense of tranquility and adventure with every breathtaking vista and charming village.";"43313386";"-5941920";"Mid-range";"4";"4";"5";"4";"3";"4";"3";"2";"4";"None";"0";"2";"Monuments of Oviedo and the Kingdom of the Asturias | Routes of Santiago de Compostela: Camino Francés and Routes of Northern Spain"
"31f5b626-c19c-4b17-b740-a2316960fad1";"Zermatt";"Switzerland";"europe";"Nestled amid towering peaks, this charming alpine village offers crisp mountain air, stunning vistas, and a serene escape from the everyday hustle.";"46021207";"7749254";"Luxury";"3";"5";"5";"1";"2";"4";"4";"2";"4";"None";"0";"0";"None"
"3eb00e2f-97e0-445b-a337-2c2852056104";"Chiang Mai";"Thailand";"asia";"Lush mountain landscapes and vibrant night markets create a serene yet lively atmosphere, inviting exploration and relaxation at every turn.";"18788277";"98985880";"Budget";"5";"4";"4";"1";"3";"5";"4";"3";"4";"None";"0";"0";"None"
"81a386eb-0e43-463f-9c5b-c7c116b9daad";"Kairouan";"Tunisia";"africa";"Wandering through ancient medinas, the air filled with spices and the call to prayer, immerses you in a rich tapestry of history and culture.";"35671010";"10100620";"Budget";"5";"2";"2";"1";"2";"3";"2";"3";"3";"None";"0";"1";"Kairouan"
"df9dfdee-2ccd-45c4-a2a8-f9fe84c1748e";"Kampala";"Uganda";"africa";"Bustling streets filled with vibrant markets, the aroma of local cuisine, and a lively cultural scene create an inviting urban adventure.";"317713";"32581353";"Budget";"4";"3";"4";"1";"3";"3";"2";"3";"2";"None";"0";"1";"Tombs of Buganda Kings at Kasubi"
"e67d1cf4-1acd-410c-9173-6857f6c89332";"Minneapolis";"United States";"north_america";"A city with vibrant arts scenes, scenic lakeside parks, and diverse neighborhoods, offering a welcoming mix of culture and natural beauty.";"44977299";"-93265469";"Mid-range";"4";"3";"4";"2";"3";"4";"3";"4";"2";"None";"0";"0";"None"
"6ce77f2d-9856-497c-a6d8-7d7c2363e489";"Denver";"United States";"north_america";"A vibrant mix of urban sophistication and outdoor adventure, with crisp mountain air and a lively arts scene creating an invigorating atmosphere.";"39739236";"-104984862";"Mid-range";"4";"5";"5";"1";"3";"4";"4";"4";"3";"None";"0";"0";"None"
"fd625374-2800-49ca-9f65-ea3eabca88ab";"Glasgow";"United Kingdom";"europe";"Lively streets filled with music, striking architecture, and a rich cultural scene make every corner of this city feel inviting and vibrant.";"55861155";"-4250168";"Mid-range";"4";"2";"3";"1";"4";"4";"3";"4";"2";"Music";"2008";"1";"New Lanark"
"5cccd9f1-46c1-461c-928b-207a70521e74";"Ushuaia";"Argentina";"south_america";"A windswept frontier town with dramatic landscapes, where the end of the world feels both mysterious and beautifully remote.";"-54807306";"-68308413";"Mid-range";"3";"5";"5";"2";"2";"3";"3";"2";"4";"None";"0";"0";"None"
"c7cd6c83-42a4-48b2-ad40-7b0c61dcf992";"Tucson";"United States";"north_america";"Vibrant desert landscapes, stunning sunsets, and a rich blend of Native American and Mexican cultures make every moment feel uniquely captivating.";"32222876";"-110974847";"Mid-range";"4";"4";"4";"1";"3";"4";"3";"3";"4";"Gastronomy";"2015";"0";"None"
"99ef42e6-1bce-46a5-a6cd-0dc8d924b901";"Pittsburgh";"United States";"north_america";"Charming riverside views, vibrant arts districts, and a rich industrial history create a welcoming atmosphere full of cultural and culinary discoveries.";"40441694";"-79990086";"Mid-range";"4";"3";"3";"1";"3";"4";"3";"4";"2";"None";"0";"0";"None"
"18db3d45-0c86-4da9-b5b4-9fbbba0bf443";"Adelaide";"Australia";"oceania";"Charming streets lined with historic buildings and lush parks offer a laid-back vibe, perfect for leisurely strolls and enjoying local wines.";"-34928180";"138599931";"Mid-range";"4";"3";"4";"3";"3";"4";"3";"3";"4";"Music";"2015";"0";"None"
"21b7a81d-f0a3-4260-be02-f6c82cc74254";"Manama";"Bahrain";"middle_east";"A blend of modern skyscrapers and traditional souks, offering a warm, welcoming atmosphere with the aroma of spices and sea breezes.";"26223504";"50582243";"Mid-range";"4";"3";"2";"3";"4";"4";"3";"4";"2";"None";"0";"3";"Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun | Pearling, Testimony of an Island Economy | Dilmun Burial Mounds"
"88f49e69-1210-4b97-be1e-b906ca0ebcec";"La Paz";"Bolivia";"south_america";"High-altitude streets buzz with vibrant markets, colorful textiles, and a unique blend of indigenous culture and modern city life.";"-16495545";"-68133622";"Budget";"4";"4";"4";"1";"3";"3";"3";"3";"3";"None";"0";"0";"None"
"edb9bd75-975a-438a-8d19-7b506bae3003";"Montevideo";"Uruguay";"south_america";"Strolling along the rambla with the ocean breeze, discovering vibrant street art, and savoring local mate create a welcoming and laid-back vibe.";"-34905891";"-56191309";"Mid-range";"4";"3";"3";"3";"3";"4";"3";"4";"3";"Literature";"2015";"1";"The work of engineer Eladio Dieste: Church of Atlántida"
"1ca8e2d5-d8af-4855-a61c-93d3f4557f10";"Mendoza";"Argentina";"south_america";"Vineyards stretch across sunlit valleys, offering rich aromas and flavors, while the Andes provide a breathtaking backdrop to this relaxed, wine-loving region.";"-34787093";"-68438186";"Mid-range";"3";"4";"4";"1";"3";"4";"3";"3";"4";"None";"0";"0";"None"
"20fa6443-16d9-43a4-8cda-d6c9cc93f5e0";"Innsbruck";"Austria";"europe";"Nestled in the heart of the Alps, this city offers stunning mountain views, charming old town streets, and a blend of urban and outdoor adventures.";"47265429";"11392768";"Mid-range";"4";"5";"5";"1";"3";"4";"3";"3";"3";"None";"0";"0";"None"
